,Spectrogram,Local file path_y,Pitch,Note,Octave
72,"[[-5.9792749e+02 -4.6649042e+02 -3.8182770e+02 ... -2.4158136e+02
  -2.4429695e+02 -2.6374756e+02]
 [ 2.2463202e+02  2.3829134e+02  2.3856244e+02 ...  1.5567780e+02
   1.6034373e+02  1.6185797e+02]
 [ 6.8791779e+01 -1.3165949e+01 -3.6427719e+01 ... -2.4993546e+01
  -2.1978483e+01 -1.5696247e+01]
 ...
 [-7.1307194e-01  2.1142960e-03 -1.2349730e+00 ...  4.2807388e-01
   1.0699024e+00  2.2851701e+00]
 [ 4.8690796e-01  6.3703108e-01  1.9228935e-01 ... -1.7900782e+00
  -8.9014626e-01 -1.3174844e+00]
 [ 2.9088593e-01  5.6320190e-01  1.2194290e+00 ... -1.2973022e+00
  -3.1848145e-01 -2.9853058e-01]]",Brass/Bass_Tuba/ordinario/BTb-ord-F#1-ff-N-N.wav,F#1,F#,1
73,"[[-5.3672754e+02 -3.6471790e+02 -3.2064410e+02 ... -2.8133325e+02
  -2.7741650e+02 -2.7445294e+02]
 [ 2.3587521e+02  2.1396341e+02  2.1686166e+02 ...  1.9898465e+02
   2.0690060e+02  2.0722028e+02]
 [ 4.0213844e+01 -3.2827019e+01 -3.4727707e+01 ... -3.6594788e+01
  -2.4741194e+01 -1.5078899e+01]
 ...
 [-1.7210566e+00  5.9523487e-01  8.7553215e-01 ...  1.7153239e+00
   1.3578987e+00  3.9881229e-01]
 [-4.0350552e+00 -2.4217606e-01  4.7110367e-01 ... -2.1859169e-01
  -4.0277672e-01 -2.8152752e-01]
 [-3.3597488e+00 -4.7570038e-01 -1.0300751e+00 ... -4.1437607e+00
  -3.3478622e+00 -1.3552856e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-G1-ff-N-T15d.wav,G1,G,1
74,"[[-5.2127716e+02 -4.0958902e+02 -3.6484259e+02 ... -2.1532376e+02
  -2.0002148e+02 -1.8902979e+02]
 [ 2.3263446e+02  2.3892575e+02  2.3477318e+02 ...  1.4751068e+02
   1.5626511e+02  1.5939278e+02]
 [ 2.1155598e+01 -2.9297668e+01 -3.1399935e+01 ... -1.6680046e+01
  -1.1477758e+01 -8.6884956e+00]
 ...
 [ 6.3046288e-01 -3.0329895e-01 -9.8432922e-01 ... -2.5247183e+00
  -2.4163818e+00 -6.8337393e-01]
 [ 1.2756443e-01  5.0961971e-01 -3.8899994e-01 ...  1.4299488e-01
   7.5852346e-01  1.1957827e+00]
 [-4.6825409e-01  5.2094269e-01  8.1414795e-01 ...  1.1107254e+00
   3.1969223e+00  4.1316833e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-G#1-ff-N-T12u.wav,G#1,G#,1
75,"[[-4.6633109e+02 -3.6784631e+02 -3.1202075e+02 ... -2.2956754e+02
  -2.3355923e+02 -2.4315738e+02]
 [ 2.3011366e+02  2.2842532e+02  2.1553125e+02 ...  1.4725912e+02
   1.4989578e+02  1.5493060e+02]
 [-1.0774864e+01 -3.6844429e+01 -4.2601082e+01 ... -2.2939583e+01
  -1.9837208e+01 -1.0434599e+01]
 ...
 [-2.8613427e+00 -2.6386719e+00 -4.5881176e-01 ...  1.7856313e+00
   5.4913187e-01 -1.3764586e+00]
 [-2.4437585e+00 -5.9570503e-01  8.1148148e-02 ...  1.1037712e+00
   1.7307901e+00  1.7941952e-01]
 [-1.2820282e+00  1.6280365e-01 -9.0507507e-02 ...  1.3463974e+00
   1.6812134e-01 -2.1689224e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-A1-ff-N-T19d.wav,A1,A,1
76,"[[-4.8861707e+02 -4.0148163e+02 -3.1933206e+02 ... -2.3054344e+02
  -2.2417625e+02 -2.1776848e+02]
 [ 2.4117725e+02  2.5449557e+02  2.1880965e+02 ...  1.4269170e+02
   1.5113930e+02  1.6004153e+02]
 [ 1.4280472e+01 -2.0180605e+01 -3.5331551e+01 ... -2.1802805e+01
  -1.6239498e+01 -1.6444078e+01]
 ...
 [-2.4976163e+00 -9.8295474e-01 -3.4166708e+00 ... -2.8248119e+00
  -1.9921350e+00 -9.8752117e-01]
 [-6.5702581e-01 -6.6786575e-01 -2.6191902e+00 ... -3.0936108e+00
  -4.2115688e-01  1.6974068e-01]
 [-1.6305084e+00 -1.6379547e-01 -5.8294678e-01 ... -4.5554657e+00
  -1.1183014e+00 -1.4453049e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-A#1-ff-N-T30d.wav,A#1,A#,1
77,"[[-4.8112802e+02 -3.5698645e+02 -3.0210556e+02 ... -2.6890405e+02
  -2.6036172e+02 -2.5232010e+02]
 [ 2.5069836e+02  2.3411664e+02  2.2579617e+02 ...  1.8335054e+02
   1.9111967e+02  1.9830771e+02]
 [ 8.9317379e+00 -3.6767479e+01 -4.2607376e+01 ... -4.2495922e+01
  -3.8232864e+01 -3.5884834e+01]
 ...
 [-1.3187761e+00  4.7541380e-01  2.6378498e+00 ... -4.1868305e-01
   3.4505081e-01 -2.0217581e+00]
 [ 8.9994764e-01 -6.4277077e-01 -1.8611526e-01 ...  1.0397644e+00
   1.5636654e+00  4.4330978e-01]
 [ 1.7058258e+00  5.5473328e-02 -9.8757172e-01 ...  3.2195282e+00
   8.4837341e-01  1.0047302e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-B1-ff-N-N.wav,B1,B,1
78,"[[-4.4367078e+02 -3.1486053e+02 -2.5831726e+02 ... -2.4027452e+02
  -2.2783766e+02 -2.2773314e+02]
 [ 2.4522708e+02  2.1865579e+02  2.0947369e+02 ...  1.6733426e+02
   1.7385797e+02  1.7990039e+02]
 [-5.2761569e+00 -4.1749958e+01 -5.0821892e+01 ... -4.4054138e+01
  -4.3330330e+01 -4.2853050e+01]
 ...
 [ 6.9373369e-01 -3.9029408e-01  5.8294392e-01 ...  3.5446806e+00
   2.5082669e+00 -6.8741131e-01]
 [ 3.9913464e-01 -8.2089233e-01 -4.5637703e-01 ... -4.9284172e-01
  -6.1697006e-02 -4.2317009e-01]
 [ 2.0064926e+00  2.0576019e+00  1.0495529e+00 ... -3.5472031e+00
  -2.6446686e+00 -3.3173370e-01]]",Brass/Bass_Tuba/ordinario/BTb-ord-C2-ff-N-N.wav,C2,C,2
79,"[[-4.35751434e+02 -3.18134308e+02 -2.79528198e+02 ... -2.55846329e+02
  -2.53443268e+02 -2.47281281e+02]
 [ 2.33554657e+02  2.27519409e+02  2.17426559e+02 ...  1.78277802e+02
   1.94106598e+02  2.05181290e+02]
 [ 1.13137245e+01 -4.00472183e+01 -4.62427673e+01 ... -3.72328949e+01
  -3.01220589e+01 -2.88688431e+01]
 ...
 [ 3.87072468e+00  2.29341984e-01 -5.55433273e-01 ... -3.18162155e+00
  -1.79814243e+00  3.15415382e-01]
 [-4.44130898e-01 -5.61464310e-01 -2.32556725e+00 ... -1.80896187e+00
  -1.17272663e+00 -1.45439148e+00]
 [-3.76903534e+00  9.34013367e-01  2.02087402e+00 ...  1.82727051e+00
   2.00743103e+00  1.36967468e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-C#2-ff-N-N.wav,C#2,C#,2
80,"[[-4.7346701e+02 -3.9440771e+02 -3.2427216e+02 ... -2.7403235e+02
  -2.5370506e+02 -2.4344896e+02]
 [ 2.2838281e+02  2.4904395e+02  2.4152530e+02 ...  1.9105084e+02
   2.0858951e+02  2.1768135e+02]
 [ 2.8720034e+01 -4.8238010e+00 -3.4724487e+01 ... -4.9343079e+01
  -3.6859329e+01 -3.1600330e+01]
 ...
 [ 6.7079055e-01  3.8133800e-01  7.9611850e-01 ...  4.9198008e+00
   1.2226553e+00 -2.5055361e-01]
 [ 2.3580952e+00  1.0868547e+00  2.4380646e+00 ...  4.8655605e+00
   2.8571758e+00  2.8680115e+00]
 [ 1.8615189e+00  1.0027313e-01 -2.0756302e+00 ... -9.0416718e-01
  -3.4735947e+00 -2.8004913e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-D2-ff-N-T13u.wav,D2,D,2
81,"[[-3.8743823e+02 -3.3743256e+02 -3.1144669e+02 ... -2.2475497e+02
  -2.1368094e+02 -2.0258194e+02]
 [ 2.1623227e+02  2.2889188e+02  2.3178362e+02 ...  1.4314632e+02
   1.5786383e+02  1.6974377e+02]
 [ 1.5717388e+01 -1.1156956e+01 -2.6422390e+01 ... -4.0824692e+01
  -3.3924431e+01 -3.3499741e+01]
 ...
 [-2.2073078e-01  3.3793030e+00  2.6378739e+00 ...  5.0877094e-01
  -4.2058182e-01 -7.7787495e-01]
 [-3.7824292e+00  4.2970462e+00  3.0293512e+00 ... -3.8471241e+00
  -3.2626286e+00 -2.5210295e+00]
 [-2.3735275e+00  1.5366669e+00  2.4420319e+00 ... -1.1934052e+00
  -1.8610382e-01  5.1676178e-01]]",Brass/Bass_Tuba/ordinario/BTb-ord-D#2-ff-N-N.wav,D#2,D#,2
82,"[[-3.7877005e+02 -3.3362726e+02 -2.9453781e+02 ... -2.5457208e+02
  -2.4187091e+02 -2.3722758e+02]
 [ 2.2478748e+02  2.2469272e+02  2.2125327e+02 ...  1.5653035e+02
   1.8206320e+02  1.9709280e+02]
 [ 3.0974710e-01 -1.5511697e+01 -3.4910767e+01 ... -3.4737770e+01
  -3.0507526e+01 -3.2462486e+01]
 ...
 [-6.4287889e-01 -2.1151156e+00 -1.9066300e+00 ... -3.4891329e+00
  -4.7855473e-01 -3.0927954e+00]
 [ 1.6569684e+00  1.8304701e+00 -1.6264477e+00 ... -7.4965725e+00
  -3.1589384e+00 -1.6779947e+00]
 [ 4.0939331e-02 -1.1241455e+00 -6.2527466e-01 ... -2.0604553e+00
   6.0755157e-01 -1.5358582e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-E2-ff-N-T10u.wav,E2,E,2
83,"[[-3.7625839e+02 -3.1680270e+02 -2.6774515e+02 ... -2.3985176e+02
  -2.2137692e+02 -2.0934410e+02]
 [ 2.3653964e+02  2.3346194e+02  2.1243301e+02 ...  1.4484613e+02
   1.6965247e+02  1.7623842e+02]
 [ 1.6166834e+01 -1.6033594e+01 -4.2279305e+01 ... -3.7472763e+01
  -2.2272070e+01 -1.5941792e+01]
 ...
 [ 1.7353666e-01 -8.8857985e-01 -1.9170017e+00 ...  3.0215645e-01
  -1.8268738e+00 -2.4449272e+00]
 [-2.8342390e-01 -8.6636114e-01 -1.4421597e+00 ... -2.3195934e+00
  -2.8583527e-02  3.3555036e+00]
 [ 8.7521362e-01  1.5994492e+00  3.8200378e-02 ...  9.7312927e-02
  -1.1566925e-01 -1.4803467e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-F2-ff-N-T15u.wav,F2,F,2
84,"[[-4.9509851e+02 -4.1134155e+02 -3.2956329e+02 ... -2.6800815e+02
  -2.5550301e+02 -2.5108136e+02]
 [ 2.3585576e+02  2.4414230e+02  2.2262538e+02 ...  1.5228896e+02
   1.8234103e+02  2.0119740e+02]
 [ 4.7014721e+01 -8.3008671e+00 -3.9584244e+01 ... -3.6500290e+01
  -2.2757797e+01 -2.0596058e+01]
 ...
 [ 3.1598697e+00  5.9715199e-01  4.4864655e-01 ...  1.2245626e+00
  -2.8478050e-01 -1.0792828e+00]
 [ 3.3240433e+00  3.8191001e+00  6.9452095e-01 ... -3.1444931e+00
  -3.1124678e+00 -1.8400316e+00]
 [ 1.8402100e+00 -1.6268692e+00  1.3537903e+00 ... -3.7548828e-01
   2.4813309e+00  6.3566589e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-F#2-ff-N-N.wav,F#2,F#,2
85,"[[-4.6205508e+02 -3.5691971e+02 -2.8782648e+02 ... -2.2328902e+02
  -2.1217006e+02 -2.0905453e+02]
 [ 2.1438177e+02  2.2316956e+02  2.0420819e+02 ...  1.4691998e+02
   1.5900865e+02  1.6569769e+02]
 [ 2.7421165e+01 -3.3206665e+01 -5.2040192e+01 ... -4.4552235e+01
  -3.3182144e+01 -2.0581902e+01]
 ...
 [ 3.6342411e+00  3.3113992e-01 -5.9370661e-01 ... -1.6075699e+00
  -2.1971407e+00 -3.8610678e+00]
 [ 2.0617867e+00 -7.5860977e-02 -1.3857899e+00 ...  8.4369278e-01
   1.6908607e+00  3.3947744e+00]
 [ 3.2298279e-01 -5.5233765e-01  9.1861725e-01 ... -1.3265610e+00
  -1.7736969e+00  7.3181915e-01]]",Brass/Bass_Tuba/ordinario/BTb-ord-G2-ff-N-N.wav,G2,G,2
86,"[[-4.4525250e+02 -3.1612503e+02 -2.4964520e+02 ... -2.5120779e+02
  -2.3623181e+02 -2.1798914e+02]
 [ 2.1977406e+02  1.9799182e+02  1.6233936e+02 ...  1.4348993e+02
   1.7045477e+02  1.8046375e+02]
 [ 1.0233458e+01 -4.4446739e+01 -4.4489059e+01 ... -3.0210850e+01
  -1.7111757e+01 -1.0028245e+01]
 ...
 [-3.9485931e-01 -2.1363487e+00 -2.2569270e+00 ...  1.9417892e+00
   2.8972797e+00  2.2113180e+00]
 [ 1.1204805e+00  8.7148476e-01  1.2854156e+00 ...  4.1826057e-01
   4.9315643e-01 -3.1592655e-01]
 [-1.2235413e+00 -1.4439621e+00 -1.6485672e+00 ... -1.1741714e+00
   5.3002167e-01 -1.2004166e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-G#2-ff-N-N.wav,G#2,G#,2
87,"[[-4.1868903e+02 -3.0227493e+02 -2.3129526e+02 ... -2.6781970e+02
  -2.9064368e+02 -2.9969925e+02]
 [ 2.2818159e+02  2.0204297e+02  1.5889655e+02 ...  1.5192679e+02
   1.6749408e+02  1.7414410e+02]
 [ 6.1370249e+00 -4.8164398e+01 -5.6196335e+01 ... -3.4714462e+01
  -1.1494062e+01 -4.1621003e+00]
 ...
 [-1.5293994e+00 -1.0451035e+00  1.5535712e+00 ... -2.1525819e+00
  -1.9386334e+00  1.0871572e+00]
 [-1.1250355e+00  1.1196384e+00 -1.6697636e+00 ...  1.4199772e+00
   3.5995615e+00  1.6442232e+00]
 [ 9.3182373e-01 -5.7074738e-01 -1.5668488e-01 ...  7.0838928e-02
   7.6904297e-02 -5.1042175e-01]]",Brass/Bass_Tuba/ordinario/BTb-ord-A2-ff-N-N.wav,A2,A,2
88,"[[-4.7043591e+02 -3.9726013e+02 -3.0000745e+02 ... -2.8915442e+02
  -2.2533823e+02 -1.8910080e+02]
 [ 2.1597606e+02  2.3096390e+02  2.0378282e+02 ...  1.4796771e+02
   1.8327950e+02  1.8232455e+02]
 [ 3.2967220e+01 -1.1445475e+01 -4.8553345e+01 ... -5.2193172e+01
  -3.1492353e+01 -2.5477196e+01]
 ...
 [ 2.4682331e-01 -2.8574629e+00 -6.6359005e+00 ...  1.0638935e+01
   5.1047821e+00  1.8862915e+00]
 [ 3.9677811e-01 -6.0635567e-02  4.8013496e-01 ...  1.5928497e+00
  -1.3816280e+00 -8.1024742e-01]
 [-1.0541687e+00  1.2627945e+00 -1.0214386e+00 ...  3.4540787e+00
   2.1445618e+00  2.1924973e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-A#2-ff-N-T19u.wav,A#2,A#,2
89,"[[-491.66586    -397.21042    -302.6117     ... -291.88727
  -256.61887    -234.0705    ]
 [ 207.30145     230.79199     207.31265    ...  170.36368
   199.68372     212.71509   ]
 [  50.611263    -10.003729    -49.210323   ...  -48.791473
   -28.104372    -23.492786  ]
 ...
 [  -1.4151912    -0.90846825    0.82188797 ...    3.0340357
     3.2563257     1.2442393 ]
 [  -0.83119965    1.7794509    -5.5744095  ...   -5.298952
    -3.6591759    -0.6289158 ]
 [  -1.3415909    -1.868866     -1.7419968  ...   -1.4450531
     0.9075928     2.3655777 ]]",Brass/Bass_Tuba/ordinario/BTb-ord-B2-ff-N-N.wav,B2,B,2
90,"[[-4.4784216e+02 -3.3489459e+02 -2.6485349e+02 ... -2.6364462e+02
  -2.4298166e+02 -2.1928691e+02]
 [ 2.1182779e+02  2.1184842e+02  1.9501285e+02 ...  1.4721136e+02
   1.7001129e+02  1.8445122e+02]
 [ 2.5835825e+01 -4.1079224e+01 -5.9711464e+01 ... -5.1148319e+01
  -4.2232101e+01 -4.2611282e+01]
 ...
 [-3.9924717e-01 -6.7378068e-01  1.7098439e+00 ... -2.0235076e+00
  -2.6004884e+00 -1.4097506e+00]
 [ 5.8038712e-01  6.4900970e-01 -1.2846317e+00 ... -6.4508438e-01
   1.5673695e+00  2.1255798e+00]
 [ 2.3094940e-01  1.5861511e+00  2.5467682e-01 ... -1.1266403e+00
   1.8197632e-01 -1.5358582e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-C3-ff-N-T18u.wav,C3,C,3
91,"[[-4.12418243e+02 -3.22206970e+02 -2.42768784e+02 ... -2.66157990e+02
  -2.10935638e+02 -1.87444305e+02]
 [ 2.07790802e+02  1.86928253e+02  1.34206757e+02 ...  1.13385124e+02
   1.68649841e+02  1.87458939e+02]
 [ 1.13191547e+01 -2.76878471e+01 -4.57179604e+01 ... -3.76709595e+01
  -1.33496284e+01 -1.56078892e+01]
 ...
 [ 2.53067589e+00  1.27018952e+00  3.31448603e+00 ...  3.76707792e+00
   2.68124866e+00  3.20423889e+00]
 [ 3.50021839e-01  1.19961643e+00 -4.52564240e-01 ... -4.71598244e+00
  -4.64137268e+00 -1.60441780e+00]
 [-4.04631042e+00 -2.96015167e+00 -1.99484253e+00 ...  6.61094666e-01
   7.47741699e-01  2.11589050e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-C#3-ff-N-N.wav,C#3,C#,3
92,"[[-4.3877133e+02 -3.4070831e+02 -2.4427768e+02 ... -3.5004102e+02
  -3.5522192e+02 -3.6826315e+02]
 [ 1.9923618e+02  2.1878824e+02  1.7504347e+02 ...  1.3310179e+02
   1.5332790e+02  1.6027267e+02]
 [ 4.3780495e+01 -2.1554821e+01 -3.8039871e+01 ... -1.7091894e+01
   6.6375256e+00  1.9190828e+01]
 ...
 [ 2.1313286e-01  2.3023481e+00  3.0417557e+00 ... -2.7458475e+00
  -5.3753633e+00 -3.2327347e+00]
 [ 4.5767403e-01  9.8609924e-02  7.1886063e-02 ...  2.3936348e+00
   2.5344429e+00  4.5635867e+00]
 [ 6.6787720e-02 -2.7154541e-01  4.7161865e-01 ...  1.6521149e+00
  -1.1011505e+00 -1.1542892e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-D3-ff-N-T15u.wav,D3,D,3
93,"[[-4.0839377e+02 -3.1242410e+02 -2.3478224e+02 ... -2.8125928e+02
  -2.4992146e+02 -2.2909314e+02]
 [ 1.9930275e+02  1.8570154e+02  1.3683022e+02 ...  1.1873808e+02
   1.7416272e+02  1.8206252e+02]
 [ 2.4741276e+01 -3.7946533e+01 -4.8007126e+01 ... -4.3344666e+01
  -3.3189654e+00  1.0032491e+01]
 ...
 [ 1.2231894e+00 -1.4748305e-01  2.3312356e+00 ...  2.5687580e+00
  -3.5161686e-01  1.1577425e+00]
 [-3.1680994e+00 -1.4639702e+00 -1.0202427e+00 ... -8.4240532e-01
  -2.6425924e+00  3.1066227e-01]
 [-3.1941986e+00 -9.6506500e-01 -1.2396240e-01 ... -2.7551613e+00
  -2.6354675e+00 -3.8563232e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-D#3-ff-N-T17u.wav,D#3,D#,3
94,"[[-3.4364090e+02 -2.6833084e+02 -2.1599164e+02 ... -3.3101041e+02
  -3.3592371e+02 -3.3913104e+02]
 [ 1.9409595e+02  1.7771056e+02  1.3834732e+02 ...  1.3052483e+02
   1.5136407e+02  1.6060982e+02]
 [-9.6445236e+00 -4.1395096e+01 -4.8112160e+01 ... -4.0571877e+01
  -2.4117420e+01 -1.8753489e+01]
 ...
 [ 3.1281486e+00  6.4964151e-01 -1.3325348e+00 ... -1.3040493e+00
  -1.8045263e+00 -1.6565781e+00]
 [ 3.4909358e+00  7.7657509e-01 -5.0320625e-01 ... -1.7135677e+00
  -3.6192751e+00 -4.4792142e+00]
 [-1.2329102e-02 -4.3124390e-01 -1.1948013e+00 ...  1.4530182e+00
   1.0610199e+00 -2.5692749e-01]]",Brass/Bass_Tuba/ordinario/BTb-ord-E3-ff-N-T16u.wav,E3,E,3
95,"[[-3.8357538e+02 -3.2204202e+02 -2.5765781e+02 ... -3.3478885e+02
  -3.0853421e+02 -2.7949341e+02]
 [ 1.8915584e+02  1.9025334e+02  1.6156464e+02 ...  1.2365852e+02
   1.4788991e+02  1.5397079e+02]
 [ 2.7829617e+01 -1.4821653e+01 -4.6245056e+01 ... -4.6921223e+01
  -4.3477154e+01 -4.0890053e+01]
 ...
 [-4.4830823e-01 -1.8657198e+00 -5.6138730e-01 ... -8.6734161e+00
  -3.6677246e+00 -1.2650571e+00]
 [ 3.4347382e+00  8.6935091e-01 -3.8064384e-01 ... -8.2245255e-01
  -1.1156654e+00 -2.2327862e+00]
 [ 5.0617981e-01 -9.7711182e-01 -1.3749008e+00 ...  2.2849274e-01
  -2.3731842e+00 -1.7694473e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-F3-ff-N-N.wav,F3,F,3
96,"[[-3.5695053e+02 -3.0472504e+02 -2.7502686e+02 ... -3.1702905e+02
  -2.5219359e+02 -2.2176833e+02]
 [ 1.9781265e+02  1.7442322e+02  1.3828676e+02 ...  8.7545288e+01
   1.5124556e+02  1.7303546e+02]
 [-1.4746465e+01 -3.6210304e+01 -4.7980522e+01 ... -3.4741611e+01
  -1.3576706e+01 -1.5447579e+01]
 ...
 [ 7.1390390e-01  6.2764084e-01  6.2654042e-01 ...  4.1152797e+00
   4.0972004e+00  2.8576124e+00]
 [-1.0617790e+00  1.7478943e-01 -2.1745548e+00 ... -1.7392921e+00
  -2.0934396e+00 -4.1682959e+00]
 [ 2.4236374e+00  2.1037521e+00 -7.8933716e-02 ... -3.9985619e+00
  -2.9968262e-01 -6.7536163e-01]]",Brass/Bass_Tuba/ordinario/BTb-ord-F#3-ff-N-N.wav,F#3,F#,3
97,"[[-3.7112738e+02 -2.9985638e+02 -2.5778729e+02 ... -3.0400323e+02
  -2.2541238e+02 -1.9153413e+02]
 [ 1.9302081e+02  1.7376840e+02  1.2855588e+02 ...  6.7471504e+01
   1.3426270e+02  1.5019272e+02]
 [ 1.4909916e+01 -3.1639320e+01 -4.2947548e+01 ... -2.5811573e+01
  -9.5608177e+00 -1.1462868e+01]
 ...
 [-1.6083921e+00  3.6510587e-01  1.8903315e+00 ...  2.0574629e+00
  -1.4330101e-01 -1.5724182e-02]
 [ 3.4310932e+00  2.2661276e+00 -1.9735889e+00 ...  3.5071573e+00
   1.8302512e+00  3.2141781e+00]
 [ 8.0228424e-01  2.0365524e+00  7.1041107e-01 ...  6.8370972e+00
   2.6907883e+00  1.8566895e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-G3-ff-N-T14u.wav,G3,G,3
98,"[[-3.7411145e+02 -3.2096576e+02 -2.8376199e+02 ... -3.1067313e+02
  -2.3797484e+02 -2.0221640e+02]
 [ 1.9126302e+02  1.7805103e+02  1.3432190e+02 ...  7.1229462e+01
   1.3210098e+02  1.4861572e+02]
 [ 7.0902977e+00 -3.1063202e+01 -5.0811054e+01 ... -2.2432646e+01
  -6.6081721e-01 -4.9669676e+00]
 ...
 [ 2.1857681e+00  1.9647789e-01  4.3865132e-01 ... -1.9598384e+00
  -2.6313534e+00 -1.8029823e+00]
 [-8.0006051e-01  1.0584641e+00  3.5528946e-01 ...  1.9856834e+00
   5.8056241e-01  5.3850532e-01]
 [ 2.0021667e+00 -1.2011261e+00 -6.0119629e-01 ... -3.9760895e+00
  -7.1529388e-01 -2.9151917e-02]]",Brass/Bass_Tuba/ordinario/BTb-ord-G#3-ff-N-N.wav,G#3,G#,3
99,"[[-3.37947571e+02 -2.81581055e+02 -2.61115143e+02 ... -3.11946808e+02
  -2.41053314e+02 -2.06523422e+02]
 [ 1.78616119e+02  1.56275452e+02  1.22114769e+02 ...  6.93836823e+01
   1.34224258e+02  1.53739288e+02]
 [-1.82959633e+01 -4.46181946e+01 -4.78293037e+01 ... -2.78853798e+01
  -1.03756180e+01 -1.31978350e+01]
 ...
 [ 1.51526690e+00  1.49514568e+00  4.71844316e-01 ... -1.09522223e+00
   3.38403702e-01  2.07572794e+00]
 [ 7.68875122e-01 -4.16593552e-01  1.05152893e+00 ...  9.51371193e-01
   1.12396193e+00 -7.16425896e-01]
 [ 1.47216034e+00  3.22891235e-01 -2.76489258e-01 ... -2.43088531e+00
   1.02386475e-01  6.18614197e-01]]",Brass/Bass_Tuba/ordinario/BTb-ord-A3-ff-N-N.wav,A3,A,3
100,"[[-3.6958435e+02 -3.3090884e+02 -3.0637622e+02 ... -2.9661401e+02
  -2.2415660e+02 -1.8786052e+02]
 [ 2.0243684e+02  1.7988072e+02  1.3235838e+02 ...  1.1202633e+02
   1.6152850e+02  1.7196381e+02]
 [-2.3090637e-01 -2.6832661e+01 -4.4407532e+01 ... -4.4842041e+01
  -2.6820927e+01 -1.7273361e+01]
 ...
 [-3.5071564e-01 -1.1310096e+00  2.4249077e+00 ...  2.9195578e+00
   8.3120871e-01  1.0227996e+00]
 [-8.4095609e-01 -1.1307478e+00 -2.2998600e+00 ... -2.5962162e+00
  -1.0186720e+00 -1.7976770e+00]
 [-7.1076965e-01  3.3740234e-01  7.7597046e-01 ... -5.0188904e+00
  -2.4428940e+00 -1.6276398e+00]]",Brass/Bass_Tuba/ordinario/BTb-ord-A#3-ff-N-N.wav,A#3,A#,3
101,"[[-3.63856415e+02 -3.20447327e+02 -2.96474548e+02 ... -3.74953369e+02
  -2.95551941e+02 -2.52736267e+02]
 [ 1.86402527e+02  1.61744156e+02  1.23544586e+02 ...  1.10880104e+02
   1.69714325e+02  1.76966705e+02]
 [-1.47072964e+01 -3.59888916e+01 -3.89901123e+01 ... -4.41718216e+01
  -1.38433971e+01 -2.85194325e+00]
 ...
 [-2.39199162e+00 -1.25208378e+00 -8.03210855e-01 ...  7.99422264e-02
   1.91402817e+00  6.15373611e-01]
 [-1.97657013e+00 -8.99621964e-01  7.71247864e-01 ... -2.25048256e+00
  -2.85237646e+00 -3.57152390e+00]
 [-1.03817749e+00 -2.13896179e+00 -1.09892654e+00 ... -7.34359741e-01
  -1.37855530e-01  6.88735962e-01]]",Brass/Bass_Tuba/ordinario/BTb-ord-B3-ff-N-T18d.wav,B3,B,3
102,"[[-3.0711182e+02 -2.5709814e+02 -2.4205664e+02 ... -3.4462729e+02
  -2.5470238e+02 -2.0875800e+02]
 [ 1.8323184e+02  1.4120325e+02  8.6731537e+01 ...  7.5513184e+01
   1.4367586e+02  1.5880698e+02]
 [-2.4554131e+01 -4.0220440e+01 -4.5900871e+01 ... -3.4082226e+01
  -1.8971043e+01 -2.3549366e+01]
 ...
 [-1.2583237e+00 -1.8957086e+00 -1.4577866e-01 ... -1.2430196e+00
  -1.7198620e+00 -2.1254234e+00]
 [ 1.0276632e+00 -4.7119141e-02 -1.9686909e+00 ... -7.7329636e-01
   1.1113901e+00  1.8714495e+00]
 [ 1.5258789e-04 -8.1285858e-01 -1.0272980e-01 ...  2.8350639e+00
   1.1149597e-01 -6.8462372e-01]]",Brass/Bass_Tuba/ordinario/BTb-ord-C4-ff-N-N.wav,C4,C,4
